participant,blockID,trialID,condition,screenID,leftImage,rightImage,cue,congruency,correctObject,response,acc,rt
38,2,14,control,memory,image213,image26,left,incongruent,NA,right,TRUE,1386.9000000357628
38,2,14,control,retrieval,NA,NA,NA,congruent,image197,image197,TRUE,2217.099999964237
38,2,14,control,retrieval,NA,NA,NA,incongruent,image213,image213,TRUE,1443.300000011921
38,2,14,control,retrieval,NA,NA,NA,congruent,image286,image286,TRUE,552.4000000357628
38,2,15,control,memory,image26,image247,right,congruent,NA,right,TRUE,1731.800000011921
38,2,15,control,memory,image26,image395,right,incongruent,NA,left,TRUE,1860.199999988079
38,2,15,control,memory,image228,image26,left,congruent,NA,left,TRUE,643.3000000119209
38,2,15,control,retrieval,NA,NA,NA,incongruent,image395,image395,TRUE,1567.2999999523163
38,2,15,control,retrieval,NA,NA,NA,congruent,image228,image228,TRUE,2031
38,2,15,control,retrieval,NA,NA,NA,congruent,image247,image381,FALSE,3118.5
38,2,16,control,memory,image260,image26,left,congruent,NA,NULL,FALSE,NA
38,2,16,control,memory,image26,image60,right,congruent,NA,right,TRUE,563.7999999523163
38,2,16,control,memory,image424,image26,left,congruent,NA,left,TRUE,873
38,2,16,control,retrieval,NA,NA,NA,congruent,image60,image60,TRUE,920.7000000476837
38,2,16,control,retrieval,NA,NA,NA,congruent,image424,image424,TRUE,1707.3999999761581
38,2,16,control,retrieval,NA,NA,NA,congruent,image260,image260,TRUE,454
38,2,17,control,memory,image16,image26,left,congruent,NA,left,TRUE,1173.699999988079
38,2,17,control,memory,image26,image88,right,incongruent,NA,left,TRUE,1449.1000000238419
38,2,17,control,memory,image293,image26,left,congruent,NA,left,TRUE,983.3999999761581
38,2,17,control,retrieval,NA,NA,NA,congruent,image16,image151,FALSE,4766.899999976158
38,2,17,control,retrieval,NA,NA,NA,incongruent,image88,image293,FALSE,958.1999999880791
38,2,17,control,retrieval,NA,NA,NA,congruent,image293,image293,TRUE,703.7999999523163
38,2,18,control,memory,image26,image205,right,congruent,NA,right,TRUE,938.1999999880791
38,2,18,control,memory,image20,image26,left,incongruent,NA,right,TRUE,899.6999999880791
38,2,18,control,memory,image26,image133,right,congruent,NA,right,TRUE,909.3000000119209
38,2,18,control,retrieval,NA,NA,NA,incongruent,image20,image133,FALSE,1659.4000000357628
38,2,18,control,retrieval,NA,NA,NA,congruent,image133,image133,TRUE,3330.2999999523163
38,2,18,control,retrieval,NA,NA,NA,congruent,image205,image205,TRUE,445.10000002384186
38,2,19,control,memory,image26,image128,right,incongruent,NA,left,TRUE,1110.8999999761581
38,2,19,control,memory,image7,image26,left,incongruent,NA,right,TRUE,1327.1000000238419
38,2,19,control,memory,image26,image79,right,congruent,NA,right,TRUE,1606
38,2,19,control,retrieval,NA,NA,NA,incongruent,image7,image7,TRUE,1470.6000000238419
38,2,19,control,retrieval,NA,NA,NA,congruent,image79,image79,TRUE,659.2999999523163
38,2,19,control,retrieval,NA,NA,NA,incongruent,image128,image128,TRUE,8557.800000011921
38,2,20,control,memory,image419,image26,left,congruent,NA,left,TRUE,1078.5999999642372
38,2,20,control,memory,image26,image353,right,incongruent,NA,NULL,FALSE,NA
38,2,20,control,memory,image26,image392,right,congruent,NA,right,TRUE,1019.1000000238419
38,2,20,control,retrieval,NA,NA,NA,congruent,image419,image419,TRUE,1097.699999988079
38,2,20,control,retrieval,NA,NA,NA,congruent,image392,image353,FALSE,2769.5
38,2,20,control,retrieval,NA,NA,NA,incongruent,image353,image353,TRUE,409
38,3,1,retro,memory,image297,image72,left,congruent,NA,left,TRUE,1129.699999988079
38,3,1,retro,memory,image302,image414,left,incongruent,NA,right,TRUE,1729.8999999761581
38,3,1,retro,memory,image118,image200,right,incongruent,NA,right,FALSE,1475.6000000238419
38,3,1,retro,retrieval,NA,NA,NA,incongruent,image302,image118,FALSE,1781.800000011921
38,3,1,retro,retrieval,NA,NA,NA,congruent,image297,image118,FALSE,931.1000000238419
38,3,1,retro,retrieval,NA,NA,NA,incongruent,image200,image200,TRUE,496.89999997615814
38,3,2,retro,memory,image151,image356,right,incongruent,NA,left,TRUE,1138.4000000357628
38,3,2,retro,memory,image147,image137,right,congruent,NA,right,TRUE,1512.0999999642372
38,3,2,retro,memory,image266,image139,right,congruent,NA,NULL,FALSE,NA
38,3,2,retro,retrieval,NA,NA,NA,congruent,image137,image106,FALSE,3828.899999976158
38,3,2,retro,retrieval,NA,NA,NA,incongruent,image356,image106,FALSE,752.1000000238419
38,3,2,retro,retrieval,NA,NA,NA,congruent,image139,image139,TRUE,393.5
38,3,3,retro,memory,image129,image83,left,incongruent,NA,NULL,FALSE,NA
38,3,3,retro,memory,image336,image24,right,congruent,NA,right,TRUE,1238.5
38,3,3,retro,memory,image220,image255,left,incongruent,NA,NULL,FALSE,NA
38,3,3,retro,retrieval,NA,NA,NA,congruent,image24,image166,FALSE,4328
38,3,3,retro,retrieval,NA,NA,NA,incongruent,image129,image24,FALSE,1413.4000000357628
38,3,3,retro,retrieval,NA,NA,NA,incongruent,image220,image24,FALSE,2271.7000000476837
38,3,4,retro,memory,image211,image212,left,incongruent,NA,NULL,FALSE,NA
38,3,4,retro,memory,image295,image409,right,congruent,NA,right,TRUE,1536
38,3,4,retro,memory,image8,image364,left,congruent,NA,NULL,FALSE,NA
38,3,4,retro,retrieval,NA,NA,NA,congruent,image8,image409,FALSE,5750.5
38,3,4,retro,retrieval,NA,NA,NA,congruent,image409,image295,FALSE,2396.5
38,3,4,retro,retrieval,NA,NA,NA,incongruent,image211,image409,FALSE,454.5
38,3,5,retro,memory,image334,image217,right,incongruent,NA,NULL,FALSE,NA
38,3,5,retro,memory,image58,image319,left,incongruent,NA,right,TRUE,943.0999999642372
38,3,5,retro,memory,image252,image109,right,incongruent,NA,left,TRUE,1478.5999999642372
38,3,5,retro,retrieval,NA,NA,NA,incongruent,image217,image58,FALSE,1208.5
38,3,5,retro,retrieval,NA,NA,NA,incongruent,image109,image109,TRUE,2466.800000011921
38,3,5,retro,retrieval,NA,NA,NA,incongruent,image58,image252,FALSE,2726.399999976158
38,3,6,retro,memory,image318,image214,left,incongruent,NA,right,TRUE,946.4000000357628
38,3,6,retro,memory,image166,image73,left,congruent,NA,left,TRUE,987.3999999761581
38,3,6,retro,memory,image101,image163,right,incongruent,NA,NULL,FALSE,NA
38,3,6,retro,retrieval,NA,NA,NA,incongruent,image318,image73,FALSE,4450.700000047684
38,3,6,retro,retrieval,NA,NA,NA,congruent,image166,image166,TRUE,1023
38,3,6,retro,retrieval,NA,NA,NA,incongruent,image163,image166,FALSE,637.5
38,3,7,retro,memory,image309,image253,right,congruent,NA,right,TRUE,1305.800000011921
38,3,7,retro,memory,image365,image6,left,incongruent,NA,NULL,FALSE,NA
38,3,7,retro,memory,image330,image10,right,incongruent,NA,left,TRUE,1157.1000000238419
38,3,7,retro,retrieval,NA,NA,NA,incongruent,image365,image365,TRUE,8443.699999988079
38,3,7,retro,retrieval,NA,NA,NA,congruent,image253,image330,FALSE,826.9000000357628
38,3,7,retro,retrieval,NA,NA,NA,incongruent,image10,image365,FALSE,453.2999999523163
38,3,8,retro,memory,image37,image396,right,congruent,NA,NULL,FALSE,NA
38,3,8,retro,memory,image370,image323,left,congruent,NA,left,TRUE,938.1000000238419
38,3,8,retro,memory,image237,image47,right,incongruent,NA,left,TRUE,956.8000000119209
38,3,8,retro,retrieval,NA,NA,NA,incongruent,image47,image237,FALSE,1168.5
38,3,8,retro,retrieval,NA,NA,NA,congruent,image396,image9,FALSE,3400.600000023842
38,3,8,retro,retrieval,NA,NA,NA,congruent,image370,image237,FALSE,2777.800000011921
38,3,9,retro,memory,image146,image272,right,incongruent,NA,NULL,FALSE,NA
38,3,9,retro,memory,image158,image391,left,incongruent,NA,NULL,FALSE,NA
38,3,9,retro,memory,image106,image305,left,congruent,NA,left,TRUE,965.8999999761581
38,3,9,retro,retrieval,NA,NA,NA,congruent,image106,image106,TRUE,2602.600000023842
38,3,9,retro,retrieval,NA,NA,NA,incongruent,image272,image304,FALSE,2669.699999988079
38,3,9,retro,retrieval,NA,NA,NA,incongruent,image158,image417,FALSE,1147.699999988079
38,3,10,retro,memory,image376,image14,right,incongruent,NA,left,TRUE,1535.199999988079
38,3,10,retro,memory,image379,image232,right,congruent,NA,right,TRUE,1049.5
38,3,10,retro,memory,image327,image240,right,congruent,NA,right,TRUE,1533.1000000238419
38,3,10,retro,retrieval,NA,NA,NA,congruent,image232,image232,TRUE,2353.600000023842
38,3,10,retro,retrieval,NA,NA,NA,congruent,image240,image327,FALSE,1218.4000000357628
38,3,10,retro,retrieval,NA,NA,NA,incongruent,image14,image232,FALSE,525.8000000119209
38,3,11,retro,memory,image400,image381,right,incongruent,NA,left,TRUE,1648.3999999761581
38,3,11,retro,memory,image233,image417,right,congruent,NA,right,TRUE,1736.5
38,3,11,retro,memory,image380,image70,right,incongruent,NA,left,TRUE,851.8000000119209
38,3,11,retro,retrieval,NA,NA,NA,congruent,image417,image233,FALSE,1745.199999988079
38,3,11,retro,retrieval,NA,NA,NA,incongruent,image70,image70,TRUE,1094.5
38,3,11,retro,retrieval,NA,NA,NA,incongruent,image381,image417,FALSE,5582.899999976158
38,3,12,retro,memory,image331,image54,right,congruent,NA,right,TRUE,1209.800000011921
38,3,12,retro,memory,image326,image265,left,incongruent,NA,right,TRUE,1328.8999999761581
38,3,12,retro,memory,image296,image428,right,congruent,NA,right,TRUE,1235.1000000238419
38,3,12,retro,retrieval,NA,NA,NA,congruent,image54,image331,FALSE,3331.699999988079
38,3,12,retro,retrieval,NA,NA,NA,incongruent,image326,image296,FALSE,2487.5
38,3,12,retro,retrieval,NA,NA,NA,congruent,image428,image428,TRUE,362.5
38,3,13,retro,memory,image290,image136,right,congruent,NA,right,TRUE,1634
38,3,13,retro,memory,image42,image38,right,incongruent,NA,left,TRUE,869.2000000476837
38,3,13,retro,memory,image157,image401,left,congruent,NA,left,TRUE,1058.199999988079
38,3,13,retro,retrieval,NA,NA,NA,congruent,image136,image136,TRUE,3902.699999988079
38,3,13,retro,retrieval,NA,NA,NA,congruent,image157,image157,TRUE,799.6000000238419
38,3,13,retro,retrieval,NA,NA,NA,incongruent,image38,image304,FALSE,1998.300000011921
38,3,14,retro,memory,image313,image29,left,incongruent,NA,NULL,FALSE,NA
38,3,14,retro,memory,image403,image27,left,congruent,NA,left,TRUE,1219.699999988079
38,3,14,retro,memory,image206,image172,left,congruent,NA,left,TRUE,1658.3999999761581
38,3,14,retro,retrieval,NA,NA,NA,congruent,image403,image29,FALSE,2773.5
38,3,14,retro,retrieval,NA,NA,NA,incongruent,image313,image29,FALSE,1199.9000000357628
38,3,14,retro,retrieval,NA,NA,NA,congruent,image206,image403,FALSE,1067.5
38,3,15,retro,memory,image415,image1,right,incongruent,NA,NULL,FALSE,NA
38,3,15,retro,memory,image262,image343,left,incongruent,NA,NULL,FALSE,NA
38,3,15,retro,memory,image243,image111,left,congruent,NA,left,TRUE,1266
38,3,15,retro,retrieval,NA,NA,NA,incongruent,image1,image126,FALSE,5439.5
38,3,15,retro,retrieval,NA,NA,NA,congruent,image243,image243,TRUE,1436.6000000238419
38,3,15,retro,retrieval,NA,NA,NA,incongruent,image262,image243,FALSE,764
38,3,16,retro,memory,image245,image188,right,incongruent,NA,left,TRUE,1918.2000000476837
38,3,16,retro,memory,image65,image404,right,incongruent,NA,left,TRUE,1705
38,3,16,retro,memory,image141,image239,left,congruent,NA,right,FALSE,1186.800000011921
38,3,16,retro,retrieval,NA,NA,NA,incongruent,image188,image141,FALSE,1830
38,3,16,retro,retrieval,NA,NA,NA,congruent,image141,image65,FALSE,1292.4000000357628
38,3,16,retro,retrieval,NA,NA,NA,incongruent,image404,image65,FALSE,447.4000000357628
38,3,17,retro,memory,image23,image358,left,incongruent,NA,right,TRUE,1406.5999999642372
38,3,17,retro,memory,image382,image394,left,congruent,NA,left,TRUE,1417.4000000357628
38,3,17,retro,memory,image155,image76,left,congruent,NA,right,FALSE,1302.300000011921
38,3,17,retro,retrieval,NA,NA,NA,congruent,image382,image382,TRUE,5229.800000011921
38,3,17,retro,retrieval,NA,NA,NA,incongruent,image23,image382,FALSE,3395
38,3,17,retro,retrieval,NA,NA,NA,congruent,image155,image382,FALSE,765.8000000119209
38,3,18,retro,memory,image179,image266,right,incongruent,NA,left,TRUE,1576.800000011921
38,3,18,retro,memory,image328,image423,right,incongruent,NA,NULL,FALSE,NA
38,3,18,retro,memory,image19,image147,right,incongruent,NA,left,TRUE,1315.6000000238419
38,3,18,retro,retrieval,NA,NA,NA,incongruent,image266,image19,FALSE,4397.599999964237
38,3,18,retro,retrieval,NA,NA,NA,incongruent,image147,image19,FALSE,652.9000000357628
38,3,18,retro,retrieval,NA,NA,NA,incongruent,image423,image19,FALSE,538.6999999880791
38,3,19,retro,memory,image135,image306,right,congruent,NA,right,TRUE,1034.0999999642372
38,3,19,retro,memory,image90,image100,right,incongruent,NA,right,FALSE,1307.699999988079
38,3,19,retro,memory,image312,image125,left,congruent,NA,left,TRUE,949.4000000357628
38,3,19,retro,retrieval,NA,NA,NA,incongruent,image100,image306,FALSE,2599.599999964237
38,3,19,retro,retrieval,NA,NA,NA,congruent,image312,image312,TRUE,2699.900000035763
38,3,19,retro,retrieval,NA,NA,NA,congruent,image306,image306,TRUE,498.5
38,3,20,retro,memory,image426,image44,right,incongruent,NA,left,TRUE,1586.800000011921
38,3,20,retro,memory,image89,image177,right,congruent,NA,right,TRUE,1241
38,3,20,retro,memory,image129,image8,right,congruent,NA,right,TRUE,902.8999999761581
38,3,20,retro,retrieval,NA,NA,NA,incongruent,image44,image129,FALSE,2173.2000000476837
38,3,20,retro,retrieval,NA,NA,NA,congruent,image177,image129,FALSE,1237.800000011921
38,3,20,retro,retrieval,NA,NA,NA,congruent,image8,image8,TRUE,464.69999998807907
28,1,1,pre,memory,image245,image86,left,incongruent,NA,right,TRUE,1415
28,1,1,pre,memory,image146,image303,right,congruent,NA,left,FALSE,1662.4000000059605
28,1,1,pre,memory,image66,image320,left,incongruent,NA,right,TRUE,1935.4000000059605
28,1,1,pre,retrieval,NA,NA,NA,incongruent,image245,image303,FALSE,8398.300000011921
28,1,1,pre,retrieval,NA,NA,NA,incongruent,image66,image245,FALSE,5179.4000000059605
28,1,1,pre,retrieval,NA,NA,NA,congruent,image303,image86,FALSE,9208.90000000596
28,1,2,pre,memory,image158,image101,right,incongruent,NA,left,TRUE,1445.800000011921
28,1,2,pre,memory,image373,image357,right,congruent,NA,right,TRUE,1591.199999988079
28,1,2,pre,memory,image113,image112,right,congruent,NA,right,TRUE,1549.199999988079
28,1,2,pre,retrieval,NA,NA,NA,congruent,image357,image357,TRUE,2610.7999999821186
28,1,2,pre,retrieval,NA,NA,NA,incongruent,image101,image101,TRUE,2883.5999999940395
28,1,2,pre,retrieval,NA,NA,NA,congruent,image112,image112,TRUE,831.8999999761581
28,1,3,pre,memory,image302,image95,left,incongruent,NA,right,TRUE,1915.300000011921
28,1,3,pre,memory,image106,image342,left,congruent,NA,NULL,FALSE,NA
28,1,3,pre,memory,image59,image143,right,incongruent,NA,left,TRUE,1761.800000011921
28,1,3,pre,retrieval,NA,NA,NA,congruent,image106,image106,TRUE,5127.699999988079
28,1,3,pre,retrieval,NA,NA,NA,incongruent,image143,image143,TRUE,3390.4000000059605
28,1,3,pre,retrieval,NA,NA,NA,incongruent,image302,image302,TRUE,1937.5
28,1,4,pre,memory,image228,image312,left,incongruent,NA,NULL,FALSE,NA
28,1,4,pre,memory,image230,image401,right,congruent,NA,right,TRUE,1724.5999999940395
28,1,4,pre,memory,image265,image384,right,incongruent,NA,NULL,FALSE,NA
28,1,4,pre,retrieval,NA,NA,NA,incongruent,image384,image265,FALSE,2404.800000011921
28,1,4,pre,retrieval,NA,NA,NA,congruent,image401,image401,TRUE,3465.4000000059605
28,1,4,pre,retrieval,NA,NA,NA,incongruent,image228,image228,TRUE,3248.199999988079
28,1,5,pre,memory,image295,image153,right,incongruent,NA,left,TRUE,1578.300000011921
28,1,5,pre,memory,image222,image179,left,incongruent,NA,right,TRUE,1418.5
28,1,5,pre,memory,image298,image120,right,incongruent,NA,left,TRUE,1447.7000000178814
28,1,5,pre,retrieval,NA,NA,NA,incongruent,image222,image222,TRUE,3169.699999988079
28,1,5,pre,retrieval,NA,NA,NA,incongruent,image153,image153,TRUE,6536.5
28,1,5,pre,retrieval,NA,NA,NA,incongruent,image120,image120,TRUE,1036
28,1,6,pre,memory,image117,image254,left,congruent,NA,left,TRUE,1529.9000000059605
28,1,6,pre,memory,image174,image329,left,incongruent,NA,right,TRUE,1819.5
28,1,6,pre,memory,image397,image259,left,congruent,NA,left,TRUE,1635.300000011921
28,1,6,pre,retrieval,NA,NA,NA,congruent,image397,image397,TRUE,1721.5
28,1,6,pre,retrieval,NA,NA,NA,incongruent,image174,image174,TRUE,2865.5999999940395
28,1,6,pre,retrieval,NA,NA,NA,congruent,image117,image117,TRUE,2233.899999976158
28,1,7,pre,memory,image233,image398,left,congruent,NA,left,TRUE,1799.199999988079
28,1,7,pre,memory,image216,image169,right,incongruent,NA,left,TRUE,1307.7999999821186
28,1,7,pre,memory,image276,image431,left,incongruent,NA,right,TRUE,1527.0999999940395
28,1,7,pre,retrieval,NA,NA,NA,congruent,image233,image216,FALSE,9120.300000011921
28,1,7,pre,retrieval,NA,NA,NA,incongruent,image169,image276,FALSE,5598.4000000059605
28,1,7,pre,retrieval,NA,NA,NA,incongruent,image276,image431,FALSE,2510.9000000059605
28,1,8,pre,memory,image173,image326,left,incongruent,NA,right,TRUE,1243.5
28,1,8,pre,memory,image160,image255,left,congruent,NA,left,TRUE,1678.9000000059605
28,1,8,pre,memory,image315,image359,right,incongruent,NA,NULL,FALSE,NA
28,1,8,pre,retrieval,NA,NA,NA,incongruent,image173,image173,TRUE,5423.9000000059605
28,1,8,pre,retrieval,NA,NA,NA,incongruent,image359,image359,TRUE,7827.300000011921
28,1,8,pre,retrieval,NA,NA,NA,congruent,image160,image160,TRUE,645.4000000059605
28,1,9,pre,memory,image38,image176,right,incongruent,NA,left,TRUE,1225.0999999940395
28,1,9,pre,memory,image24,image104,right,congruent,NA,right,TRUE,1578.5
28,1,9,pre,memory,image204,image96,right,congruent,NA,right,TRUE,1848.8999999761581
28,1,9,pre,retrieval,NA,NA,NA,congruent,image104,image104,TRUE,3994.5999999940395
28,1,9,pre,retrieval,NA,NA,NA,congruent,image96,image96,TRUE,4166.299999982119
28,1,9,pre,retrieval,NA,NA,NA,incongruent,image176,image176,TRUE,745.7999999821186
28,1,10,pre,memory,image45,image8,right,incongruent,NA,left,TRUE,1561.6000000238419
28,1,10,pre,memory,image361,image103,left,congruent,NA,left,TRUE,1561.5999999940395
28,1,10,pre,memory,image237,image15,right,congruent,NA,NULL,FALSE,NA
28,1,10,pre,retrieval,NA,NA,NA,congruent,image361,image361,TRUE,3615.7999999821186
28,1,10,pre,retrieval,NA,NA,NA,congruent,image15,image15,TRUE,2889
28,1,10,pre,retrieval,NA,NA,NA,incongruent,image8,image8,TRUE,3941.7000000178814
28,1,11,pre,memory,image350,image197,right,incongruent,NA,NULL,FALSE,NA
28,1,11,pre,memory,image91,image272,left,incongruent,NA,right,TRUE,1288.199999988079
28,1,11,pre,memory,image396,image77,right,incongruent,NA,left,TRUE,1816.300000011921
28,1,11,pre,retrieval,NA,NA,NA,incongruent,image197,image197,TRUE,2018.699999988079
28,1,11,pre,retrieval,NA,NA,NA,incongruent,image91,image91,TRUE,4714.9000000059605
28,1,11,pre,retrieval,NA,NA,NA,incongruent,image77,image77,TRUE,4036.9000000059605
28,1,12,pre,memory,image355,image252,left,incongruent,NA,right,TRUE,1577.0999999940395
28,1,12,pre,memory,image399,image307,left,congruent,NA,NULL,FALSE,NA
28,1,12,pre,memory,image402,image181,right,incongruent,NA,NULL,FALSE,NA
28,1,12,pre,retrieval,NA,NA,NA,incongruent,image181,image402,FALSE,4433.5
28,1,12,pre,retrieval,NA,NA,NA,incongruent,image355,NULL,FALSE,NA
28,1,12,pre,retrieval,NA,NA,NA,congruent,image399,image307,FALSE,1572.7999999821186
28,1,13,pre,memory,image335,image9,left,congruent,NA,NULL,FALSE,NA
28,1,13,pre,memory,image126,image232,right,incongruent,NA,left,TRUE,1914.800000011921
28,1,13,pre,memory,image363,image403,right,incongruent,NA,NULL,FALSE,NA
28,1,13,pre,retrieval,NA,NA,NA,incongruent,image232,image9,FALSE,5950.800000011921
28,1,13,pre,retrieval,NA,NA,NA,congruent,image335,image126,FALSE,4606.800000011921
28,1,13,pre,retrieval,NA,NA,NA,incongruent,image403,image335,FALSE,5543.9000000059605
28,1,14,pre,memory,image404,image415,right,incongruent,NA,NULL,FALSE,NA
28,1,14,pre,memory,image107,image390,left,incongruent,NA,right,TRUE,1305.4000000059605
28,1,14,pre,memory,image414,image2,left,incongruent,NA,right,TRUE,1882.7999999821186
28,1,14,pre,retrieval,NA,NA,NA,incongruent,image107,image107,TRUE,2741.5
28,1,14,pre,retrieval,NA,NA,NA,incongruent,image415,image415,TRUE,5440.800000011921
28,1,14,pre,retrieval,NA,NA,NA,incongruent,image414,image414,TRUE,2920.199999988079
28,1,15,pre,memory,image250,image81,left,incongruent,NA,right,TRUE,1527.2999999821186
28,1,15,pre,memory,image14,image328,left,congruent,NA,left,TRUE,1524.300000011921
28,1,15,pre,memory,image168,image247,right,incongruent,NA,NULL,FALSE,NA
28,1,15,pre,retrieval,NA,NA,NA,congruent,image14,image14,TRUE,4643.699999988079
28,1,15,pre,retrieval,NA,NA,NA,incongruent,image247,image250,FALSE,1742.4000000059605
28,1,15,pre,retrieval,NA,NA,NA,incongruent,image250,image81,FALSE,4750.5999999940395
28,1,16,pre,memory,image306,image17,left,incongruent,NA,right,TRUE,1325.800000011921
28,1,16,pre,memory,image137,image369,left,congruent,NA,left,TRUE,1779.800000011921
28,1,16,pre,memory,image149,image425,right,incongruent,NA,left,TRUE,1922.300000011921
28,1,16,pre,retrieval,NA,NA,NA,incongruent,image425,image149,FALSE,5667.699999988079
28,1,16,pre,retrieval,NA,NA,NA,congruent,image137,image306,FALSE,1871.0999999940395
28,1,16,pre,retrieval,NA,NA,NA,incongruent,image306,image137,FALSE,1865
28,1,17,pre,memory,image260,image234,left,incongruent,NA,NULL,FALSE,NA
28,1,17,pre,memory,image416,image6,left,incongruent,NA,right,TRUE,1353.7000000178814
28,1,17,pre,memory,image190,image318,left,incongruent,NA,right,TRUE,1703.9000000059605
28,1,17,pre,retrieval,NA,NA,NA,incongruent,image416,image416,TRUE,2199.5999999940395
28,1,17,pre,retrieval,NA,NA,NA,incongruent,image260,image260,TRUE,2049.4000000059605
28,1,17,pre,retrieval,NA,NA,NA,incongruent,image190,image190,TRUE,1350.5999999940395
28,1,18,pre,memory,image102,image150,left,incongruent,NA,right,TRUE,1189.1000000238419
28,1,18,pre,memory,image147,image409,right,incongruent,NA,left,TRUE,1824.5999999940395
28,1,18,pre,memory,image262,image243,left,congruent,NA,left,TRUE,1755.7999999821186
28,1,18,pre,retrieval,NA,NA,NA,incongruent,image102,image102,TRUE,5381.300000011921
28,1,18,pre,retrieval,NA,NA,NA,congruent,image262,image147,FALSE,4332.800000011921
28,1,18,pre,retrieval,NA,NA,NA,incongruent,image409,image409,TRUE,839.8000000119209
28,1,19,pre,memory,image83,image266,right,congruent,NA,right,TRUE,1917.0999999940395
28,1,19,pre,memory,image319,image353,right,congruent,NA,right,TRUE,1567.5
28,1,19,pre,memory,image66,image5,left,incongruent,NA,right,TRUE,1379.9000000059605
28,1,19,pre,retrieval,NA,NA,NA,incongruent,image66,image66,TRUE,1684.2000000178814
28,1,19,pre,retrieval,NA,NA,NA,congruent,image266,image353,FALSE,5653.5999999940395
28,1,19,pre,retrieval,NA,NA,NA,congruent,image353,image353,TRUE,5856
28,1,20,pre,memory,image105,image393,left,congruent,NA,left,TRUE,1342.699999988079
28,1,20,pre,memory,image29,image405,left,incongruent,NA,right,TRUE,1810.199999988079
28,1,20,pre,memory,image226,image360,left,incongruent,NA,NULL,FALSE,NA
28,1,20,pre,retrieval,NA,NA,NA,incongruent,image29,image29,TRUE,5346.199999988079
28,1,20,pre,retrieval,NA,NA,NA,congruent,image105,image105,TRUE,3840.199999988079
28,1,20,pre,retrieval,NA,NA,NA,incongruent,image226,image226,TRUE,7408.4000000059605
28,2,1,control,memory,image128,image26,left,congruent,NA,left,TRUE,1158.199999988079
28,2,1,control,memory,image16,image26,left,incongruent,NA,right,TRUE,1519.4000000059605
28,2,1,control,memory,image145,image26,left,congruent,NA,left,TRUE,1939.5
28,2,1,control,retrieval,NA,NA,NA,congruent,image128,image128,TRUE,2360.9000000059605
28,2,1,control,retrieval,NA,NA,NA,congruent,image145,image145,TRUE,3315.699999988079
28,2,1,control,retrieval,NA,NA,NA,incongruent,image16,image16,TRUE,652
28,2,2,control,memory,image26,image215,right,incongruent,NA,left,TRUE,1622.300000011921
28,2,2,control,memory,image26,image79,right,incongruent,NA,left,TRUE,1417.9000000059605
28,2,2,control,memory,image344,image26,left,congruent,NA,left,TRUE,1492.7000000178814
28,2,2,control,retrieval,NA,NA,NA,incongruent,image215,image215,TRUE,3756
28,2,2,control,retrieval,NA,NA,NA,incongruent,image79,image79,TRUE,1061
28,2,2,control,retrieval,NA,NA,NA,congruent,image344,image344,TRUE,1429.199999988079
28,2,3,control,memory,image26,image133,right,incongruent,NA,left,TRUE,1460.800000011921
28,2,3,control,memory,image26,image35,right,incongruent,NA,left,TRUE,1169.2000000178814
28,2,3,control,memory,image26,image1,right,congruent,NA,right,TRUE,1445.0999999940395
28,2,3,control,retrieval,NA,NA,NA,incongruent,image133,image133,TRUE,5722.699999988079
28,2,3,control,retrieval,NA,NA,NA,congruent,image1,image35,FALSE,822.2000000178814
28,2,3,control,retrieval,NA,NA,NA,incongruent,image35,image1,FALSE,1768.0999999940395
28,2,4,control,memory,image378,image26,left,congruent,NA,left,TRUE,1499
28,2,4,control,memory,image248,image26,left,incongruent,NA,NULL,FALSE,NA
28,2,4,control,memory,image26,image53,right,congruent,NA,right,TRUE,1088.7000000178814
28,2,4,control,retrieval,NA,NA,NA,incongruent,image248,image248,TRUE,2529.2000000178814
28,2,4,control,retrieval,NA,NA,NA,congruent,image378,image378,TRUE,1619.699999988079
28,2,4,control,retrieval,NA,NA,NA,congruent,image53,image53,TRUE,1521.0999999940395
28,2,5,control,memory,image269,image26,left,incongruent,NA,right,TRUE,1858.8999999761581
28,2,5,control,memory,image26,image135,right,congruent,NA,right,TRUE,1152.9000000059605
28,2,5,control,memory,image26,image351,right,incongruent,NA,left,TRUE,1408.4000000059605
28,2,5,control,retrieval,NA,NA,NA,congruent,image135,image135,TRUE,5200.700000017881
28,2,5,control,retrieval,NA,NA,NA,incongruent,image351,image351,TRUE,1461.5999999940395
28,2,5,control,retrieval,NA,NA,NA,incongruent,image269,image269,TRUE,2168.699999988079
28,2,6,control,memory,image100,image26,left,congruent,NA,left,TRUE,1990.300000011921
28,2,6,control,memory,image78,image26,left,incongruent,NA,right,TRUE,1626.9000000059605
28,2,6,control,memory,image26,image23,right,congruent,NA,right,TRUE,1435.0999999940395
28,2,6,control,retrieval,NA,NA,NA,congruent,image23,image23,TRUE,2194
28,2,6,control,retrieval,NA,NA,NA,incongruent,image78,image78,TRUE,4120
28,2,6,control,retrieval,NA,NA,NA,congruent,image100,image100,TRUE,732
28,2,7,control,memory,image26,image356,right,congruent,NA,right,TRUE,1284.7000000178814
28,2,7,control,memory,image384,image26,left,incongruent,NA,right,TRUE,1592.9000000059605
28,2,7,control,memory,image26,image63,right,incongruent,NA,left,TRUE,1418.300000011921
28,2,7,control,retrieval,NA,NA,NA,congruent,image356,image356,TRUE,3932.100000023842
